subid,trial.type,comparison,trial.num,first.side,more.side,choice,start,click
9.4.14.3,test,1vs4,2,rightB,leftB,leftTop,1409861688008,1409861678167
9.4.14.3,test,1vs4,2,rightB,leftB,leftTop,1409861688008,1409861678167
9.4.14.3,test,1vs4,2,rightB,leftB,leftTop,1409861688008,1409861678167
9.4.14.3,test,1vs4,2,rightB,leftB,leftTop,1409861688008,1409861678167
9.4.14.3,test,1vs4,2,rightB,leftB,leftTop,1409861688008,1409861678167
9.4.14.3,test,1vs4,2,rightB,leftB,leftTop,1409861688008,1409861678167
9.4.14.3,test,1vs4,2,rightB,leftB,leftTop,1409861688008,1409861678167
9.4.14.3,test,1vs4,2,rightB,leftB,leftTop,1409861688008,1409861678167
9.4.14.3,test,1vs4,2,rightB,leftB,leftTop,1409861688008,1409861678167
9.4.14.3,test,1vs4,2,rightB,leftB,leftTop,1409861688008,1409861678167
9.4.14.3,test,1vs4,2,rightB,leftB,leftTop,1409861688008,1409861678167
9.4.14.3,test,1vs4,2,rightB,leftB,leftTop,1409861688008,1409861678167
9.4.14.3,test,1vs4,2,rightB,leftB,leftTop,1409861688008,1409861678167
9.4.14.3,test,1vs4,2,rightB,leftB,leftTop,1409861688008,1409861678167
9.4.14.3,test,1vs4,2,rightB,leftB,leftTop,1409861688008,1409861678167
9.4.14.3,test,1vs4,2,rightB,leftB,leftBottom,1409861688008,1409861704495
9.4.14.3,test,1vs2,3,rightB,rightB,rightTop,1409861712418,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,rightTop,1409861722355,1409861712689
9.4.14.3,test,2vs3,4,rightB,leftB,leftTop,1409861722355,1409861764231
9.4.14.3,test,1vs2,5,leftB,rightB,rightBottom,1409861778454,1409861778679
9.4.14.3,test,1vs4,6,rightB,leftB,rightBottom,1409861792592,1409861778679
9.4.14.3,test,1vs4,6,rightB,leftB,rightBottom,1409861792592,1409861778679
9.4.14.3,test,1vs4,6,rightB,leftB,rightBottom,1409861792592,1409861778679
9.4.14.3,test,1vs4,6,rightB,leftB,rightBottom,1409861792592,1409861778679
9.4.14.3,test,1vs4,6,rightB,leftB,rightBottom,1409861792592,1409861778679
9.4.14.3,test,1vs4,6,rightB,leftB,rightBottom,1409861792592,1409861778679
9.4.14.3,test,1vs4,6,rightB,leftB,rightBottom,1409861792592,1409861778679
9.4.14.3,test,1vs4,6,rightB,leftB,rightBottom,1409861792592,1409861778679
9.4.14.3,test,1vs4,6,rightB,leftB,rightBottom,1409861792592,1409861778679
9.4.14.3,test,1vs4,6,rightB,leftB,rightBottom,1409861792592,1409861778679
9.4.14.3,test,1vs4,6,rightB,leftB,rightBottom,1409861792592,1409861778679
9.4.14.3,test,1vs4,6,rightB,leftB,rightBottom,1409861792592,1409861778679
9.4.14.3,test,1vs4,6,rightB,leftB,rightBottom,1409861792592,1409861778679
9.4.14.3,test,1vs4,6,rightB,leftB,rightBottom,1409861792592,1409861778679
9.4.14.3,test,1vs4,6,rightB,leftB,rightBottom,1409861792592,1409861778679
9.4.14.3,test,1vs4,6,rightB,leftB,rightBottom,1409861792592,1409861778679
9.4.14.3,test,1vs4,6,rightB,leftB,rightBottom,1409861792592,1409861778679
9.4.14.3,test,1vs4,6,rightB,leftB,rightBottom,1409861792592,1409861778679
9.4.14.3,test,1vs4,6,rightB,leftB,rightBottom,1409861792592,1409861778679
9.4.14.3,test,1vs4,6,rightB,leftB,rightBottom,1409861792592,1409861778679
9.4.14.3,test,1vs4,6,rightB,leftB,rightBottom,1409861792592,1409861778679
9.4.14.3,test,1vs4,6,rightB,leftB,rightBottom,1409861792592,1409861778679
9.4.14.3,test,1vs4,6,rightB,leftB,rightBottom,1409861792592,1409861778679
9.4.14.3,test,1vs4,6,rightB,leftB,rightBottom,1409861792592,1409861778679
9.4.14.3,test,1vs4,6,rightB,leftB,rightBottom,1409861792592,1409861778679
9.4.14.3,test,1vs4,6,rightB,leftB,rightBottom,1409861792592,1409861778679
9.4.14.3,test,1vs4,6,rightB,leftB,rightBottom,1409861792592,1409861778679
9.4.14.3,test,1vs4,6,rightB,leftB,leftBottom,1409861792592,1409861810855
9.4.14.3,test,2vs3,7,rightB,rightB,rightBottom,1409861825117,1409861825260
9.4.14.3,test,1vs3,8,leftB,leftB,rightBottom,1409861838503,1409861825260
9.4.14.3,test,1vs3,8,leftB,leftB,rightBottom,1409861838503,1409861825260
9.4.14.3,test,1vs3,8,leftB,leftB,rightBottom,1409861838503,1409861825260
9.4.14.3,test,1vs3,8,leftB,leftB,rightBottom,1409861838503,1409861825260
9.4.14.3,test,1vs3,8,leftB,leftB,rightBottom,1409861838503,1409861825260
9.4.14.3,test,1vs3,8,leftB,leftB,rightBottom,1409861838503,1409861825260
9.4.14.3,test,1vs3,8,leftB,leftB,rightBottom,1409861838503,1409861825260
9.4.14.3,test,1vs3,8,leftB,leftB,rightBottom,1409861838503,1409861825260
9.4.14.3,test,1vs3,8,leftB,leftB,rightBottom,1409861838503,1409861825260
9.4.14.3,test,1vs3,8,leftB,leftB,rightBottom,1409861838503,1409861825260
9.4.14.3,test,1vs3,8,leftB,leftB,rightBottom,1409861838503,1409861825260
9.4.14.3,test,1vs3,8,leftB,leftB,rightBottom,1409861838503,1409861825260
9.4.14.3,test,1vs3,8,leftB,leftB,leftBottom,1409861838503,1409861842624
9.4.14.3,test,1vs2,9,rightB,rightB,rightBottom,1409861852556,1409861852694
9.4.14.3,test,1vs4,10,rightB,rightB,rightBottom,1409861862722,1409861862817
9.4.14.3,test,2vs3,11,rightB,leftB,leftBottom,1409861872933,1409861873183
9.4.14.3,test,1vs3,12,leftB,leftB,leftBottom,1409861887438,1409861888167
9.4.14.3,test,1vs2,13,rightB,leftB,leftBottom,1409861897856,1409861898349
9.4.14.3,test,1vs4,14,leftB,rightB,leftBottom,1409861916070,1409861898349
9.4.14.3,test,1vs4,14,leftB,rightB,leftBottom,1409861916070,1409861898349
9.4.14.3,test,1vs4,14,leftB,rightB,rightTop,1409861916070,1409861919132
9.4.14.3,test,1vs4,14,leftB,rightB,leftBottom,1409861916070,1409861898349
9.4.14.3,test,1vs4,14,leftB,rightB,leftBottom,1409861916070,1409861898349
9.4.14.3,test,2vs3,15,rightB,leftB,leftBottom,1409861930827,1409861931193
9.4.14.3,test,1vs3,16,rightB,rightB,leftBottom,1409861944033,1409861931193
9.4.14.3,test,1vs3,16,rightB,rightB,leftBottom,1409861944033,1409861931193
9.4.14.3,test,1vs3,16,rightB,rightB,leftBottom,1409861944033,1409861931193
9.4.14.3,test,1vs3,16,rightB,rightB,leftBottom,1409861944033,1409861931193
9.4.14.3,test,1vs3,16,rightB,rightB,leftBottom,1409861944033,1409861931193
9.4.14.3,test,1vs3,16,rightB,rightB,leftBottom,1409861944033,1409861931193
9.4.14.3,test,1vs3,16,rightB,rightB,rightBottom,1409861944033,1409861946591
9.4.14.4,warmUp,1vs3,1,rightB,rightB,cookieright2,1409862888581,1409862888901
9.4.14.4,warmUp,1vs4,2,rightB,leftB,cookieleft2,1409862898874,1409862901466
9.4.14.4,warmUp,1vs2,3,leftB,rightB,cookieright1,1409862909218,1409862909504
9.4.14.4,warmUp,2vs3,4,rightB,leftB,cookieleft2,1409862919011,1409862919288
9.4.14.4,warmUp,1vs4,5,rightB,rightB,cookieright3,1409862932283,1409862932704
9.4.14.4,warmUp,1vs2,6,rightB,leftB,cookieleft1,1409862941115,1409862941352
9.4.14.4,warmUp,2vs3,7,leftB,rightB,cookieright2,1409862951077,1409862951229
9.4.14.4,warmUp,1vs3,8,rightB,rightB,cookieright2,1409862960079,1409862960480
9.4.14.4,test,1vs3,1,leftB,leftB,leftBottom,1409862983480,1409862983858
9.4.14.4,test,1vs4,2,leftB,leftB,leftBottom,1409862994170,1409862995645
9.4.14.4,test,1vs2,3,rightB,rightB,rightBottom,1409863003598,1409863004051
9.4.14.4,test,2vs3,4,leftB,rightB,rightBottom,1409863014192,1409863014600
9.4.14.4,test,1vs4,5,leftB,leftB,leftBottom,1409863027376,1409863028350
9.4.14.4,test,1vs2,6,leftB,leftB,leftBottom,1409863036102,1409863036475
9.4.14.4,test,2vs3,7,leftB,leftB,leftBottom,1409863046375,1409863047019
9.4.14.4,test,1vs3,8,leftB,leftB,leftBottom,1409863055887,1409863056168
9.4.14.4,test,1vs4,9,leftB,rightB,rightBottom,1409863068723,1409863068752
9.4.14.4,test,1vs2,10,rightB,rightB,rightBottom,1409863076525,1409863076967
9.4.14.4,test,2vs3,11,leftB,rightB,rightBottom,1409863086764,1409863087071
9.4.14.4,test,1vs3,12,rightB,leftB,leftBottom,1409863095944,1409863096412
9.4.14.4,test,1vs4,13,rightB,rightB,rightBottom,1409863109141,1409863113624
9.4.14.4,test,1vs2,14,rightB,leftB,leftBottom,1409863121553,1409863121963
9.4.14.4,test,2vs3,15,rightB,leftB,leftBottom,1409863131717,1409863132753
9.4.14.4,test,1vs3,16,leftB,rightB,rightBottom,1409863141515,1409863142591
